age,credit_amount,duration,feat01,feat02,feat03,feat04,feat05,feat06,feat07,feat08,feat09,feat10,checking_status_{0;200),checking_status_(-inf;0),checking_status_{200;inf),checking_status_no checking,credit_history_'all paid',credit_history_'critical/other existing credit',credit_history_'delayed previously',credit_history_'existing paid',credit_history_'no credits/all paid',employment_{1;4),employment_{4;7),employment_(-inf;1),employment_{7;inf),employment_unemployed,existing_credits_1,existing_credits_2,existing_credits_3,existing_credits_4,foreign_worker_no,foreign_worker_yes,housing_'for free',housing_own,housing_rent,installment_commitment_1,installment_commitment_2,installment_commitment_3,installment_commitment_4,job_'high qualif/self emp/mgmt',job_'unemp/unskilled non res',job_'unskilled resident',job_skilled,num_dependents_1,num_dependents_2,other_parties_'co applicant',other_parties_guarantor,other_parties_none,other_payment_plans_bank,other_payment_plans_none,other_payment_plans_stores,own_telephone_none,own_telephone_yes,personal_status_'female div/dep/mar',personal_status_'male div/sep',personal_status_'male mar/wid',personal_status_'male single',property_magnitude_'life insurance',property_magnitude_'no known property',property_magnitude_'real estate',property_magnitude_car,purpose_'domestic appliance',purpose_'new car',purpose_'used car',purpose_business,purpose_education,purpose_furniture/equipment,purpose_other,purpose_radio/tv,purpose_repairs,purpose_retraining,residence_since_1,residence_since_2,residence_since_3,residence_since_4,savings_status_{100;500),savings_status_{500;1000),savings_status_(-inf;100),savings_status_{1000;inf),savings_status_no known savings
0.19642857142857145,0.08220460301728885,0.029411764705882346,-0.7072124762011583,-1.0228999038536595,0.5509807081788523,0.9567337596145483,0.737034816616543,-0.13702747864380546,-0.6479492185858351,0.37281160402236796,-0.5670735669926766,0.5755322069586218,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0.37499999999999994,0.024721946922145143,0.1176470588235294,0.3991946966404045,-2.3989708027628556,-0.6962100441276301,0.008742477670399831,0.49688616706107597,0.023032009812089388,0.39597783190047614,0.8342856824307973,0.9499533993054095,0.3870355273941457,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.0892857142857143,0.3266160114524832,0.6470588235294117,1.3348465496974242,-0.28447335426485987,-0.2738138951904149,0.35051006063591506,0.1434229495396829,1.716810038719693,0.5299013858124959,1.349090532025748,1.0627515993545325,-2.858050629228134,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.0892857142857143,0.08385640347979298,0.029411764705882346,-0.42264317689618536,0.22294657067284573,-0.6723566999381388,-1.6747265144743717,-0.1802913213833459,-1.134840915736888,0.9718105986667593,-0.6751511231806548,1.2726322104738776,-1.389568967359939,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.125,0.02885144807840546,0.058823529411764705,-0.45480045992215073,-1.9112391729238725,-2.460355790109157,0.09576524407517671,0.2991220415513204,0.4237062334309168,-0.9380242740243538,-0.0201270163572599,0.08067045872738317,-0.9263485330070732,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.33928571428571425,0.10301728884484088,0.1176470588235294,0.2731903947621981,-0.06867737495833444,-1.1690252873466467,-0.7364342728978103,1.1366104051023516,-1.2149974974873972,0.1687850177118176,0.24471995559537504,-0.5262029078986203,-0.1111604192600242,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.49999999999999994,0.0011562603237528918,0.058823529411764705,0.27215520241463315,0.5286041684158105,0.9342875378984302,-0.5334440234268176,-1.8356321104864242,-0.1962013696839973,0.7684158686952586,0.6371353283178232,0.9213208565732259,1.1805765602842846,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.21428571428571425,0.1517454024887127,0.20588235294117646,1.8716136438456457,-1.4192626706760187,-0.9348543121394667,-2.018284260465545,-0.35008966352718823,1.12137568613498,-0.38382267861496494,-1.1573862925746636,0.5139851122403801,0.5340276560037999,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.625,0.2515692104393789,0.2941176470588235,0.7353778883294901,0.5943753841822921,-1.4425353009189597,0.793035127138352,-0.3793742189844154,-0.3979987271696658,-0.03623519241084368,-0.3124299689680864,0.36945828237751066,-0.12203154292215332,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.17857142857142855,0.12223323422530559,0.2941176470588235,0.10789834076763033,-0.18370052185891203,1.5135431219389566,1.9224954700779564,-1.4176176414960975,0.7398349695570224,0.5009395347001065,0.9409382437366423,-1.3669862854987815,-0.06413220462243167,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0.0535714285714286,0.1282898359211541,0.20588235294117646,0.4235484182077434,-0.6840309316352583,1.107962287021451,1.56659368965607,-0.382348921039034,0.03608323072983723,0.05144458515087658,0.906544643890485,0.48619322071362964,-1.5603457148106048,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0.0892857142857143,0.09574936680982271,0.20588235294117646,-0.9506455939183361,0.5633075212519243,1.5459451638350366,0.23881635101543475,-0.8916553944885691,-0.1449960771925652,-0.819020966312801,-0.5185774494278148,-1.0073977805985357,0.780255383561192,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0.28571428571428575,0.2831736592886246,0.16176470588235292,0.1827604093550187,-0.3932720864380856,1.3120165110924282,-0.6378924577126712,-0.07716448566728544,-0.8705102970434361,1.3003802009255925,-0.15199627188369322,1.3048074091309954,0.01769936581001206,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0.125,0.6020812685827552,0.47058823529411764,0.40000872113349606,1.7469162833835146,1.0695250558242704,1.0082225849426514,-2.1466328491970033,-0.7107086410931809,1.2835281505471392,1.0281964206045537,-1.7987272798709542,-0.021558088187010636,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0.125,0.04795727342803656,0.2941176470588235,-0.26963319019831344,-0.7799292746240569,-0.37577038509402355,-0.6748063224406726,1.6261481244889402,-1.4309352692926747,0.7194755887309344,0.40461857383596816,-0.20559001475626298,0.7818530269029803,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.10714285714285715,0.12003083360863341,0.20588235294117646,-0.0395399715482787,-0.04190191157395389,1.1694885463372593,-1.5999421572196422,1.5863200206207704,0.3956644209665072,-0.15685494177344095,0.43250238690994175,2.255044530217106,-1.683285282853567,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0.28571428571428575,0.17151194802334546,0.1176470588235294,1.468396435243436,1.9912765815937477,0.40701479217268444,-0.48348271917625774,0.5227563081439328,-0.6601167954824638,-1.8280143747413267,-1.60090791998543,-1.2927955584278483,0.026451983572628453,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.875,0.05506001541680432,0.1764705882352941,-0.4451806167707056,-0.24573945201558703,1.2603485085693804,0.09801360854898229,-0.3338555238676888,0.9169761824743746,-2.303400440240904,0.5360913798468971,-0.07251701028837818,-0.03445996295450526,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.23214285714285715,0.07284440039643211,0.20588235294117646,0.12930534230447815,-0.25736425301082644,-2.4735886462952976,1.8756041505860235,-0.7389819696382819,-0.0018222898281071611,-0.4407775314049457,0.6367853781248864,1.1466616796693885,0.13682549283860257,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.16071428571428575,0.030117828432991964,0.1176470588235294,0.02515228206615847,0.46032851332329866,-0.15522435563138348,0.6923018827349341,-0.12907016911648564,0.828640123043132,0.007401961168134247,0.40045816606270984,-0.8231923206319227,-0.7815915069287585,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.19642857142857145,0.10984473075652461,0.20588235294117646,-0.9504715573497482,0.29278854697060125,0.8232789004434448,-1.4983154946556827,1.5486044978406706,1.2318008193367245,-0.16735353428454397,1.4274551150556147,-0.9633254002414312,0.5370330718160091,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.26785714285714285,0.08303050324854092,0.2941176470588235,-0.11419360659642593,-0.7654848936308485,-0.06774311993525282,0.06503330739871664,0.9152621028223884,0.4100214159886096,-1.170343284621006,-1.6938009538081753,1.275324798827479,0.08629798299339639,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.35714285714285715,0.132254157031164,0.23529411764705882,0.023525533396454454,0.9575641727394802,-0.4572064487835473,0.7890209207858032,0.42135844028652014,0.14467032594420468,0.11618824926761961,0.07632639484500789,1.64137212594604,-0.6769442035581907,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0.25000000000000006,0.12058143376280146,0.23529411764705882,0.08154156148733571,-1.0630578366057148,0.268049503056332,-0.234768818597766,-0.7703231251568486,-0.3551170205954018,0.10553972503129115,-1.2572186050714431,1.068586511723708,-0.5173065504516556,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.32142857142857145,0.4295782402819073,0.6470588235294117,0.617058056920118,1.053922850200181,0.3433361318010153,0.3363537007771867,-1.539838416821053,0.9577835466666309,-0.766383526582242,0.1301278788010349,-0.4479214477114992,-1.1723991677600276,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.32142857142857145,0.09745622728774364,0.2941176470588235,-0.3277947679605076,-0.9006612459383888,0.8091981322778781,1.0315578653105748,0.014142251846685156,-0.7358128007748707,0.19246711524197413,-0.9944060543486269,-0.3169660530852809,0.16302997701117594,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.8392857142857144,0.045424512718863566,0.07352941176470588,1.6179306245161391,1.0347992814549258,2.280610221053495,0.2943353164223314,0.10853329252469082,0.39991916487760154,-0.5105272372729609,1.5243452110959983,-0.9270829195203808,-1.3982364976796298,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0.6785714285714286,0.05550049554013875,0.2941176470588235,-0.10080427921601548,-0.7890066713800904,-1.5919006196688394,0.22342927035665675,0.2214988795444607,-0.05650013753396911,-0.9663282865162213,1.0386407734409242,1.1026658647379806,-1.417710284482456,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0.10714285714285715,0.034908049774253935,0.16176470588235292,-0.26854827234353706,-1.7293915881661228,1.0872795402596396,-0.3386569697256947,-1.098774552345222,-0.4461667034575784,-0.5040021079130457,0.07431075033005514,0.26512680726044197,-0.21880451227671655,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.41071428571428575,0.18428587160004406,0.47058823529411764,1.0210507028371827,0.7804274887785309,-1.6065049297522602,-1.4342941666727154,0.48581243838499993,-1.1589616197642367,0.4689005932178264,1.8323822248379877,-0.3169868602830475,0.6192784831738699,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0.07142857142857145,0.03386190948133466,0.1176470588235294,-0.5347724327030557,0.6075669283543074,-0.08029095253311168,-0.23764653807464364,-1.6226887352134132,-1.2112800814763438,-1.5641167639541806,-0.8123953164271097,-1.1226050345152951,0.11154371590292507,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0.48214285714285715,0.11061557097235987,0.25,-0.08836940469159603,-1.2631720141259162,0.6786963291515604,0.10382795176966962,-1.3318469848320769,-0.7839762939078793,-0.2173239647846213,-0.591345333142565,-2.2326808380396197,-0.9151701429242239,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.46428571428571425,0.18665345226296665,0.47058823529411764,1.6913909212695881,-1.745687161833267,1.6539547816499178,-0.20461759181323086,-0.8023119786214542,0.10132967764061282,-1.1521860504810948,1.655963203428956,0.3254009645890315,0.16308201419785484,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0.07142857142857145,0.05665675586389164,0.08823529411764706,-0.5777424838287019,-0.18789920246667918,1.240790370296478,-1.2686002151977134,-0.8034019122978796,1.069452922312214,-1.0796616122108105,1.14744661263442,-1.2428914097021106,-0.38458610239265173,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0.46428571428571425,0.0016518004625041306,0.1176470588235294,-0.15850829567204675,-1.9622907771392801,0.8503715878548721,0.055824631688551306,-0.2615805029185356,0.9861415889777497,0.020273290271118065,-1.1387314069828247,0.7632106491752406,0.3309000602583916,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
0.25000000000000006,0.15972910472414933,0.16176470588235292,-0.6850546639244061,1.2422583598964956,0.21499848160679683,0.8418480981511159,1.0248476477472432,0.9040489353167572,-0.8149234004444498,2.108532832214632,-0.990733567814152,0.5226411610508345,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.035714285714285754,0.11959035348529899,0.20588235294117646,0.8180352074537827,-0.9564447469597211,0.5735174839211004,0.6319792790394858,2.0441788289280165,1.5420640756951767,0.49922355836111304,0.44742322590130207,-0.4870313876433129,1.0901325008194365,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.0892857142857143,0.3836031274088757,0.1176470588235294,-0.6651049592102656,-0.32172660227972166,0.9728013495749848,-0.9131142308981771,-1.4104550929331359,-0.5105575934983588,-0.839619931881965,-0.485150312357638,0.3153255966522667,0.6921561137633018,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.14285714285714285,0.34495099658627904,0.2941176470588235,0.12765061259431465,1.0627291199669702,-0.7811247983438979,-0.18561488678836435,0.1368337302730896,-0.882762585133459,1.0865016899450923,-0.37778567780190153,-0.6833426997145844,-0.7682685473211446,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
